feature,feature,type,p_value,relevant
"data__fft_coefficient__attr_""angle""__coeff_86","data__fft_coefficient__attr_""angle""__coeff_86",real,6.561504377380364e-32,True
"data__fft_coefficient__attr_""imag""__coeff_26","data__fft_coefficient__attr_""imag""__coeff_26",real,6.693788351557634e-32,True
"data__fft_coefficient__attr_""real""__coeff_60","data__fft_coefficient__attr_""real""__coeff_60",real,7.667164047063945e-32,True
"data__fft_coefficient__attr_""angle""__coeff_38","data__fft_coefficient__attr_""angle""__coeff_38",real,7.74210815417519e-32,True
"data__fft_coefficient__attr_""angle""__coeff_87","data__fft_coefficient__attr_""angle""__coeff_87",real,8.616070441902944e-32,True
"data__fft_coefficient__attr_""angle""__coeff_60","data__fft_coefficient__attr_""angle""__coeff_60",real,1.0011730638132754e-31,True
"data__fft_coefficient__attr_""angle""__coeff_33","data__fft_coefficient__attr_""angle""__coeff_33",real,1.2220265166770339e-31,True
"data__fft_coefficient__attr_""angle""__coeff_83","data__fft_coefficient__attr_""angle""__coeff_83",real,1.372736153597454e-31,True
"data__fft_coefficient__attr_""angle""__coeff_32","data__fft_coefficient__attr_""angle""__coeff_32",real,1.7999981826464766e-31,True
"data__fft_coefficient__attr_""imag""__coeff_76","data__fft_coefficient__attr_""imag""__coeff_76",real,2.0668380700223206e-31,True
data__max_langevin_fixed_point__m_3__r_30,data__max_langevin_fixed_point__m_3__r_30,real,2.3932258711708214e-31,True
"data__fft_coefficient__attr_""imag""__coeff_65","data__fft_coefficient__attr_""imag""__coeff_65",real,2.59789499824175e-31,True
data__has_duplicate_min,data__has_duplicate_min,binary,2.698089077430349e-31,True
"data__fft_coefficient__attr_""imag""__coeff_73","data__fft_coefficient__attr_""imag""__coeff_73",real,2.9164529989705423e-31,True
"data__fft_coefficient__attr_""imag""__coeff_23","data__fft_coefficient__attr_""imag""__coeff_23",real,3.7458457039693824e-31,True
"data__fft_coefficient__attr_""real""__coeff_20","data__fft_coefficient__attr_""real""__coeff_20",real,3.8927335181909827e-31,True
"data__fft_coefficient__attr_""angle""__coeff_94","data__fft_coefficient__attr_""angle""__coeff_94",real,6.791249103094563e-31,True
"data__fft_coefficient__attr_""abs""__coeff_30","data__fft_coefficient__attr_""abs""__coeff_30",real,7.3554585365051576e-31,True
"data__fft_coefficient__attr_""imag""__coeff_52","data__fft_coefficient__attr_""imag""__coeff_52",real,1.6117786050782725e-30,True
"data__fft_coefficient__attr_""angle""__coeff_24","data__fft_coefficient__attr_""angle""__coeff_24",real,1.835490178407742e-30,True
"data__fft_coefficient__attr_""abs""__coeff_0","data__fft_coefficient__attr_""abs""__coeff_0",real,2.010509639087639e-30,True
"data__fft_coefficient__attr_""real""__coeff_16","data__fft_coefficient__attr_""real""__coeff_16",real,2.092402009370035e-30,True
"data__fft_coefficient__attr_""angle""__coeff_68","data__fft_coefficient__attr_""angle""__coeff_68",real,2.236186055066301e-30,True
"data__fft_coefficient__attr_""real""__coeff_25","data__fft_coefficient__attr_""real""__coeff_25",real,3.086707169375861e-30,True
"data__fft_coefficient__attr_""imag""__coeff_98","data__fft_coefficient__attr_""imag""__coeff_98",real,3.1495544462885892e-30,True
"data__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""","data__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",real,4.138445695107662e-30,True
"data__fft_coefficient__attr_""real""__coeff_63","data__fft_coefficient__attr_""real""__coeff_63",real,6.1821143454809674e-30,True
"data__fft_coefficient__attr_""real""__coeff_53","data__fft_coefficient__attr_""real""__coeff_53",real,1.2326954692654045e-29,True
"data__fft_coefficient__attr_""angle""__coeff_18","data__fft_coefficient__attr_""angle""__coeff_18",real,1.3286240099653856e-29,True
"data__fft_coefficient__attr_""real""__coeff_94","data__fft_coefficient__attr_""real""__coeff_94",real,1.5998447692355867e-29,True
"data__fft_coefficient__attr_""imag""__coeff_72","data__fft_coefficient__attr_""imag""__coeff_72",real,1.710440891901571e-29,True
"data__fft_coefficient__attr_""imag""__coeff_32","data__fft_coefficient__attr_""imag""__coeff_32",real,3.776511516975295e-29,True
"data__fft_coefficient__attr_""real""__coeff_75","data__fft_coefficient__attr_""real""__coeff_75",real,4.030184417411112e-29,True
"data__fft_coefficient__attr_""angle""__coeff_34","data__fft_coefficient__attr_""angle""__coeff_34",real,4.1826572746895796e-29,True
"data__fft_coefficient__attr_""imag""__coeff_90","data__fft_coefficient__attr_""imag""__coeff_90",real,4.871162765348865e-29,True
"data__fft_coefficient__attr_""real""__coeff_51","data__fft_coefficient__attr_""real""__coeff_51",real,4.897128729594648e-29,True
"data__fft_coefficient__attr_""real""__coeff_70","data__fft_coefficient__attr_""real""__coeff_70",real,5.035227648902917e-29,True
"data__fft_coefficient__attr_""imag""__coeff_64","data__fft_coefficient__attr_""imag""__coeff_64",real,5.177189674717746e-29,True
"data__fft_coefficient__attr_""imag""__coeff_71","data__fft_coefficient__attr_""imag""__coeff_71",real,5.422670159813259e-29,True
"data__fft_coefficient__attr_""imag""__coeff_33","data__fft_coefficient__attr_""imag""__coeff_33",real,6.346929174453054e-29,True
"data__fft_coefficient__attr_""imag""__coeff_63","data__fft_coefficient__attr_""imag""__coeff_63",real,6.96194276770471e-29,True
"data__fft_coefficient__attr_""angle""__coeff_8","data__fft_coefficient__attr_""angle""__coeff_8",real,7.724731993731244e-29,True
"data__matrix_profile__feature_""mean""__threshold_0.98","data__matrix_profile__feature_""mean""__threshold_0.98",real,8.610005780453733e-29,True
"data__fft_coefficient__attr_""angle""__coeff_62","data__fft_coefficient__attr_""angle""__coeff_62",real,8.933778437346394e-29,True
"data__fft_coefficient__attr_""real""__coeff_68","data__fft_coefficient__attr_""real""__coeff_68",real,9.442218223730884e-29,True
data__first_location_of_minimum,data__first_location_of_minimum,real,1.0262749182771845e-28,True
"data__fft_coefficient__attr_""real""__coeff_67","data__fft_coefficient__attr_""real""__coeff_67",real,1.30344143900269e-28,True
"data__fft_coefficient__attr_""real""__coeff_76","data__fft_coefficient__attr_""real""__coeff_76",real,1.3399124009031824e-28,True
"data__fft_coefficient__attr_""imag""__coeff_74","data__fft_coefficient__attr_""imag""__coeff_74",real,1.5854575550383487e-28,True
"data__fft_coefficient__attr_""real""__coeff_77","data__fft_coefficient__attr_""real""__coeff_77",real,1.7814209940132942e-28,True
"data__fft_coefficient__attr_""real""__coeff_86","data__fft_coefficient__attr_""real""__coeff_86",real,1.8749205704589213e-28,True
"data__fft_coefficient__attr_""imag""__coeff_82","data__fft_coefficient__attr_""imag""__coeff_82",real,1.9926992371836247e-28,True
"data__fft_coefficient__attr_""real""__coeff_74","data__fft_coefficient__attr_""real""__coeff_74",real,2.345308584869502e-28,True
"data__fft_coefficient__attr_""real""__coeff_83","data__fft_coefficient__attr_""real""__coeff_83",real,2.6175796567992773e-28,True
"data__fft_coefficient__attr_""angle""__coeff_77","data__fft_coefficient__attr_""angle""__coeff_77",real,2.816284531109599e-28,True
"data__fft_coefficient__attr_""imag""__coeff_17","data__fft_coefficient__attr_""imag""__coeff_17",real,3.2596713096251557e-28,True
"data__fft_coefficient__attr_""imag""__coeff_34","data__fft_coefficient__attr_""imag""__coeff_34",real,3.91237501135337e-28,True
"data__fft_coefficient__attr_""angle""__coeff_36","data__fft_coefficient__attr_""angle""__coeff_36",real,4.737453881976043e-28,True
"data__fft_coefficient__attr_""imag""__coeff_40","data__fft_coefficient__attr_""imag""__coeff_40",real,5.049146098462731e-28,True
"data__fft_coefficient__attr_""real""__coeff_15","data__fft_coefficient__attr_""real""__coeff_15",real,5.188877257381124e-28,True
"data__fft_coefficient__attr_""angle""__coeff_88","data__fft_coefficient__attr_""angle""__coeff_88",real,5.479948140988663e-28,True
"data__fft_coefficient__attr_""imag""__coeff_77","data__fft_coefficient__attr_""imag""__coeff_77",real,5.580525974212303e-28,True
data__ar_coefficient__coeff_9__k_10,data__ar_coefficient__coeff_9__k_10,real,5.673258950809639e-28,True
"data__fft_coefficient__attr_""real""__coeff_98","data__fft_coefficient__attr_""real""__coeff_98",real,6.167328240611998e-28,True
data__lempel_ziv_complexity__bins_10,data__lempel_ziv_complexity__bins_10,real,7.492631848103301e-28,True
"data__fft_coefficient__attr_""imag""__coeff_87","data__fft_coefficient__attr_""imag""__coeff_87",real,7.530696105761688e-28,True
"data__fft_coefficient__attr_""imag""__coeff_79","data__fft_coefficient__attr_""imag""__coeff_79",real,7.951818788577002e-28,True
"data__fft_coefficient__attr_""imag""__coeff_78","data__fft_coefficient__attr_""imag""__coeff_78",real,8.865387071373355e-28,True
"data__fft_coefficient__attr_""imag""__coeff_80","data__fft_coefficient__attr_""imag""__coeff_80",real,9.360468318029963e-28,True
"data__fft_coefficient__attr_""real""__coeff_37","data__fft_coefficient__attr_""real""__coeff_37",real,1.0056398045623686e-27,True
"data__fft_coefficient__attr_""angle""__coeff_23","data__fft_coefficient__attr_""angle""__coeff_23",real,1.0721396668542202e-27,True
"data__fft_coefficient__attr_""imag""__coeff_62","data__fft_coefficient__attr_""imag""__coeff_62",real,1.1016261910358004e-27,True
"data__matrix_profile__feature_""25""__threshold_0.98","data__matrix_profile__feature_""25""__threshold_0.98",real,2.0712079694769192e-27,True
"data__fft_coefficient__attr_""real""__coeff_84","data__fft_coefficient__attr_""real""__coeff_84",real,2.245810138100303e-27,True
"data__fft_coefficient__attr_""angle""__coeff_35","data__fft_coefficient__attr_""angle""__coeff_35",real,2.5698205627660426e-27,True
"data__fft_coefficient__attr_""imag""__coeff_94","data__fft_coefficient__attr_""imag""__coeff_94",real,3.158792443099802e-27,True
"data__fft_coefficient__attr_""imag""__coeff_36","data__fft_coefficient__attr_""imag""__coeff_36",real,3.363300138635119e-27,True
"data__fft_coefficient__attr_""angle""__coeff_53","data__fft_coefficient__attr_""angle""__coeff_53",real,3.7115013037361594e-27,True
"data__fft_coefficient__attr_""real""__coeff_58","data__fft_coefficient__attr_""real""__coeff_58",real,4.0589486739500474e-27,True
data__longest_strike_above_mean,data__longest_strike_above_mean,real,4.552164696502934e-27,True
"data__fft_coefficient__attr_""real""__coeff_52","data__fft_coefficient__attr_""real""__coeff_52",real,4.940963708522141e-27,True
"data__fft_coefficient__attr_""imag""__coeff_70","data__fft_coefficient__attr_""imag""__coeff_70",real,5.499624096831489e-27,True
"data__fft_coefficient__attr_""real""__coeff_91","data__fft_coefficient__attr_""real""__coeff_91",real,5.499624096831489e-27,True
"data__fft_coefficient__attr_""imag""__coeff_86","data__fft_coefficient__attr_""imag""__coeff_86",real,5.8020029176908855e-27,True
"data__fft_coefficient__attr_""real""__coeff_90","data__fft_coefficient__attr_""real""__coeff_90",real,6.286742612198609e-27,True
"data__fft_coefficient__attr_""real""__coeff_82","data__fft_coefficient__attr_""real""__coeff_82",real,7.121744036875418e-27,True
"data__fft_coefficient__attr_""imag""__coeff_35","data__fft_coefficient__attr_""imag""__coeff_35",real,8.508631139826103e-27,True
"data__fft_coefficient__attr_""angle""__coeff_47","data__fft_coefficient__attr_""angle""__coeff_47",real,8.974679982123348e-27,True
"data__fft_coefficient__attr_""real""__coeff_1","data__fft_coefficient__attr_""real""__coeff_1",real,9.838011578761252e-27,True
"data__fft_coefficient__attr_""angle""__coeff_74","data__fft_coefficient__attr_""angle""__coeff_74",real,1.0910548255160097e-26,True
"data__fft_coefficient__attr_""real""__coeff_78","data__fft_coefficient__attr_""real""__coeff_78",real,1.41752722383572e-26,True
"data__fft_coefficient__attr_""imag""__coeff_81","data__fft_coefficient__attr_""imag""__coeff_81",real,1.4487066495272984e-26,True
"data__fft_coefficient__attr_""real""__coeff_66","data__fft_coefficient__attr_""real""__coeff_66",real,1.9913585819349557e-26,True
"data__matrix_profile__feature_""75""__threshold_0.98","data__matrix_profile__feature_""75""__threshold_0.98",real,2.1180244396690754e-26,True
"data__fft_coefficient__attr_""real""__coeff_97","data__fft_coefficient__attr_""real""__coeff_97",real,2.175017456290022e-26,True
"data__fft_coefficient__attr_""imag""__coeff_85","data__fft_coefficient__attr_""imag""__coeff_85",real,3.0933177684106314e-26,True
"data__fft_coefficient__attr_""real""__coeff_85","data__fft_coefficient__attr_""real""__coeff_85",real,3.0933177684106314e-26,True
"data__fft_coefficient__attr_""imag""__coeff_95","data__fft_coefficient__attr_""imag""__coeff_95",real,3.437337564205596e-26,True
data__partial_autocorrelation__lag_8,data__partial_autocorrelation__lag_8,real,3.8914963909302404e-26,True
"data__fft_coefficient__attr_""real""__coeff_96","data__fft_coefficient__attr_""real""__coeff_96",real,5.1002301426911245e-26,True
"data__fft_coefficient__attr_""imag""__coeff_2","data__fft_coefficient__attr_""imag""__coeff_2",real,1.2584236046433275e-25,True
"data__fft_coefficient__attr_""angle""__coeff_5","data__fft_coefficient__attr_""angle""__coeff_5",real,1.2850633878860964e-25,True
"data__fft_coefficient__attr_""imag""__coeff_88","data__fft_coefficient__attr_""imag""__coeff_88",real,2.5462687449686543e-25,True
"data__fft_coefficient__attr_""real""__coeff_50","data__fft_coefficient__attr_""real""__coeff_50",real,4.611100714556792e-25,True
"data__fft_coefficient__attr_""imag""__coeff_97","data__fft_coefficient__attr_""imag""__coeff_97",real,4.949930273930986e-25,True
"data__fft_coefficient__attr_""real""__coeff_95","data__fft_coefficient__attr_""real""__coeff_95",real,5.830344524741156e-25,True
"data__fft_coefficient__attr_""real""__coeff_81","data__fft_coefficient__attr_""real""__coeff_81",real,8.467069855736836e-25,True
data__partial_autocorrelation__lag_4,data__partial_autocorrelation__lag_4,real,9.221217218200513e-25,True
"data__fft_coefficient__attr_""imag""__coeff_15","data__fft_coefficient__attr_""imag""__coeff_15",real,1.0430364664183336e-24,True
"data__fft_coefficient__attr_""real""__coeff_99","data__fft_coefficient__attr_""real""__coeff_99",real,1.1410341604397352e-24,True
"data__fft_coefficient__attr_""real""__coeff_89","data__fft_coefficient__attr_""real""__coeff_89",real,1.2423725671930202e-24,True
"data__linear_trend__attr_""slope""","data__linear_trend__attr_""slope""",real,1.7157637526322923e-24,True
"data__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""","data__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",real,1.7157637526322923e-24,True
"data__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""","data__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",real,1.8156156172012716e-24,True
"data__fft_coefficient__attr_""imag""__coeff_93","data__fft_coefficient__attr_""imag""__coeff_93",real,2.0496663190114987e-24,True
"data__fft_coefficient__attr_""imag""__coeff_14","data__fft_coefficient__attr_""imag""__coeff_14",real,2.0670915294690444e-24,True
"data__fft_coefficient__attr_""angle""__coeff_89","data__fft_coefficient__attr_""angle""__coeff_89",real,2.324607375496797e-24,True
"data__fft_coefficient__attr_""imag""__coeff_54","data__fft_coefficient__attr_""imag""__coeff_54",real,3.857256937934413e-24,True
"data__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""","data__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",real,4.226345362203822e-24,True
"data__fft_coefficient__attr_""imag""__coeff_89","data__fft_coefficient__attr_""imag""__coeff_89",real,4.4162786513559716e-24,True
"data__fft_coefficient__attr_""real""__coeff_14","data__fft_coefficient__attr_""real""__coeff_14",real,4.491136781782516e-24,True
"data__fft_coefficient__attr_""real""__coeff_38","data__fft_coefficient__attr_""real""__coeff_38",real,7.063357052350332e-24,True
"data__fft_coefficient__attr_""real""__coeff_80","data__fft_coefficient__attr_""real""__coeff_80",real,7.794496917665594e-24,True
data__ratio_beyond_r_sigma__r_6,data__ratio_beyond_r_sigma__r_6,real,8.096606994599452e-24,True
"data__fft_coefficient__attr_""real""__coeff_93","data__fft_coefficient__attr_""real""__coeff_93",real,9.465015556924726e-24,True
"data__fft_coefficient__attr_""imag""__coeff_96","data__fft_coefficient__attr_""imag""__coeff_96",real,1.0813379869312765e-23,True
"data__fft_coefficient__attr_""angle""__coeff_9","data__fft_coefficient__attr_""angle""__coeff_9",real,1.2142793077952653e-23,True
"data__fft_coefficient__attr_""real""__coeff_73","data__fft_coefficient__attr_""real""__coeff_73",real,1.411309312697341e-23,True
"data__fft_coefficient__attr_""imag""__coeff_55","data__fft_coefficient__attr_""imag""__coeff_55",real,1.4834585653112846e-23,True
data__last_location_of_minimum,data__last_location_of_minimum,real,2.3061934704115817e-23,True
data__partial_autocorrelation__lag_7,data__partial_autocorrelation__lag_7,real,2.916378840855433e-23,True
"data__fft_coefficient__attr_""real""__coeff_92","data__fft_coefficient__attr_""real""__coeff_92",real,4.5632228962167347e-23,True
"data__fft_coefficient__attr_""real""__coeff_43","data__fft_coefficient__attr_""real""__coeff_43",real,5.933517004372526e-23,True
"data__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","data__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",real,6.075083308408869e-23,True
"data__linear_trend__attr_""intercept""","data__linear_trend__attr_""intercept""",real,6.200898018181173e-23,True
"data__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","data__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",real,6.329291799055715e-23,True
data__count_below__t_0,data__count_below__t_0,real,6.59923800158516e-23,True
"data__fft_coefficient__attr_""imag""__coeff_7","data__fft_coefficient__attr_""imag""__coeff_7",real,1.4976812354020077e-22,True
"data__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","data__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",real,1.6958049306801458e-22,True
"data__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""","data__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",real,2.850625426062259e-22,True
data__median,data__median,real,3.003881915031092e-22,True
data__ratio_beyond_r_sigma__r_5,data__ratio_beyond_r_sigma__r_5,real,4.0183577629943963e-22,True
"data__fft_coefficient__attr_""imag""__coeff_13","data__fft_coefficient__attr_""imag""__coeff_13",real,4.093939214640029e-22,True
"data__fft_coefficient__attr_""angle""__coeff_27","data__fft_coefficient__attr_""angle""__coeff_27",real,4.963805036369821e-22,True
"data__fft_coefficient__attr_""imag""__coeff_3","data__fft_coefficient__attr_""imag""__coeff_3",real,5.276492757212647e-22,True
"data__fft_coefficient__attr_""angle""__coeff_92","data__fft_coefficient__attr_""angle""__coeff_92",real,1.0434380738703501e-21,True
"data__fft_coefficient__attr_""imag""__coeff_92","data__fft_coefficient__attr_""imag""__coeff_92",real,1.1663264896219787e-21,True
data__ratio_beyond_r_sigma__r_7,data__ratio_beyond_r_sigma__r_7,real,1.7091104345813286e-21,True
"data__fft_coefficient__attr_""real""__coeff_4","data__fft_coefficient__attr_""real""__coeff_4",real,3.2839543279314995e-21,True
"data__fft_coefficient__attr_""angle""__coeff_11","data__fft_coefficient__attr_""angle""__coeff_11",real,4.124619444970016e-21,True
"data__fft_coefficient__attr_""angle""__coeff_97","data__fft_coefficient__attr_""angle""__coeff_97",real,4.602874338322915e-21,True
"data__fft_coefficient__attr_""real""__coeff_5","data__fft_coefficient__attr_""real""__coeff_5",real,6.23642852367217e-21,True
"data__fft_coefficient__attr_""angle""__coeff_12","data__fft_coefficient__attr_""angle""__coeff_12",real,6.594420002695261e-21,True
"data__fft_coefficient__attr_""angle""__coeff_3","data__fft_coefficient__attr_""angle""__coeff_3",real,6.6971224880634885e-21,True
"data__fft_coefficient__attr_""imag""__coeff_12","data__fft_coefficient__attr_""imag""__coeff_12",real,1.490376751513947e-20,True
"data__matrix_profile__feature_""median""__threshold_0.98","data__matrix_profile__feature_""median""__threshold_0.98",real,2.935040097295341e-20,True
data__lempel_ziv_complexity__bins_5,data__lempel_ziv_complexity__bins_5,real,7.718438300143404e-20,True
"data__fft_coefficient__attr_""real""__coeff_13","data__fft_coefficient__attr_""real""__coeff_13",real,7.792849673723305e-20,True
"data__fft_coefficient__attr_""real""__coeff_9","data__fft_coefficient__attr_""real""__coeff_9",real,1.1565521205795244e-19,True
"data__fft_coefficient__attr_""imag""__coeff_6","data__fft_coefficient__attr_""imag""__coeff_6",real,1.327476247772989e-19,True
"data__fft_coefficient__attr_""real""__coeff_3","data__fft_coefficient__attr_""real""__coeff_3",real,2.2889961970803975e-19,True
"data__fft_coefficient__attr_""real""__coeff_65","data__fft_coefficient__attr_""real""__coeff_65",real,1.4286162088557995e-18,True
"data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""","data__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",real,1.6132787366896515e-18,True
"data__linear_trend__attr_""rvalue""","data__linear_trend__attr_""rvalue""",real,1.683326416586283e-18,True
"data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""","data__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",real,1.7142584797127376e-18,True
"data__fft_coefficient__attr_""imag""__coeff_11","data__fft_coefficient__attr_""imag""__coeff_11",real,1.9687062115590918e-18,True
"data__fft_coefficient__attr_""imag""__coeff_99","data__fft_coefficient__attr_""imag""__coeff_99",real,2.0421779343391265e-18,True
data__partial_autocorrelation__lag_9,data__partial_autocorrelation__lag_9,real,2.2782818251557997e-18,True
data__friedrich_coefficients__coeff_2__m_3__r_30,data__friedrich_coefficients__coeff_2__m_3__r_30,real,2.5439647950704947e-18,True
"data__fft_coefficient__attr_""angle""__coeff_6","data__fft_coefficient__attr_""angle""__coeff_6",real,2.9902861389826657e-18,True
"data__fft_coefficient__attr_""real""__coeff_10","data__fft_coefficient__attr_""real""__coeff_10",real,5.92628044583226e-18,True
"data__fft_coefficient__attr_""real""__coeff_88","data__fft_coefficient__attr_""real""__coeff_88",real,6.739658405430787e-18,True
"data__fft_coefficient__attr_""imag""__coeff_69","data__fft_coefficient__attr_""imag""__coeff_69",real,1.3677826683895011e-17,True
"data__fft_coefficient__attr_""real""__coeff_8","data__fft_coefficient__attr_""real""__coeff_8",real,1.9855975900903268e-17,True
"data__fft_coefficient__attr_""imag""__coeff_84","data__fft_coefficient__attr_""imag""__coeff_84",real,3.2851792989867884e-17,True
"data__fft_coefficient__attr_""imag""__coeff_1","data__fft_coefficient__attr_""imag""__coeff_1",real,3.650764799148567e-17,True
"data__fft_coefficient__attr_""angle""__coeff_10","data__fft_coefficient__attr_""angle""__coeff_10",real,3.9475396141416094e-17,True
"data__fft_coefficient__attr_""angle""__coeff_14","data__fft_coefficient__attr_""angle""__coeff_14",real,4.0884413454143706e-17,True
"data__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","data__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",real,4.82543033124661e-17,True
data__c3__lag_2,data__c3__lag_2,real,5.624552974730508e-17,True
"data__fft_coefficient__attr_""angle""__coeff_13","data__fft_coefficient__attr_""angle""__coeff_13",real,7.825971199368283e-17,True
data__longest_strike_below_mean,data__longest_strike_below_mean,real,9.04193203048957e-17,True
"data__fft_coefficient__attr_""angle""__coeff_82","data__fft_coefficient__attr_""angle""__coeff_82",real,8.96807341994652e-16,True
"data__fft_coefficient__attr_""imag""__coeff_8","data__fft_coefficient__attr_""imag""__coeff_8",real,9.051445735341987e-16,True
data__skewness,data__skewness,real,1.4808766643137554e-15,True
"data__fft_coefficient__attr_""imag""__coeff_10","data__fft_coefficient__attr_""imag""__coeff_10",real,1.6693724741914695e-15,True
"data__fft_coefficient__attr_""imag""__coeff_16","data__fft_coefficient__attr_""imag""__coeff_16",real,2.468610811770643e-15,True
"data__fft_coefficient__attr_""real""__coeff_11","data__fft_coefficient__attr_""real""__coeff_11",real,1.3428198933082744e-14,True
data__fourier_entropy__bins_2,data__fourier_entropy__bins_2,real,2.532287005709574e-14,True
data__time_reversal_asymmetry_statistic__lag_1,data__time_reversal_asymmetry_statistic__lag_1,real,1.0377580251671235e-13,True
"data__fft_coefficient__attr_""real""__coeff_28","data__fft_coefficient__attr_""real""__coeff_28",real,1.4731313070518521e-13,True
"data__fft_coefficient__attr_""angle""__coeff_15","data__fft_coefficient__attr_""angle""__coeff_15",real,1.8847117582748823e-13,True
"data__fft_coefficient__attr_""angle""__coeff_52","data__fft_coefficient__attr_""angle""__coeff_52",real,3.741141219803017e-13,True
"data__fft_coefficient__attr_""imag""__coeff_4","data__fft_coefficient__attr_""imag""__coeff_4",real,7.10354852640762e-13,True
"data__fft_coefficient__attr_""angle""__coeff_66","data__fft_coefficient__attr_""angle""__coeff_66",real,7.634738198729186e-13,True
"data__fft_coefficient__attr_""angle""__coeff_67","data__fft_coefficient__attr_""angle""__coeff_67",real,1.2758536863686966e-12,True
"data__fft_coefficient__attr_""angle""__coeff_17","data__fft_coefficient__attr_""angle""__coeff_17",real,1.4876557802336763e-12,True
"data__fft_coefficient__attr_""angle""__coeff_95","data__fft_coefficient__attr_""angle""__coeff_95",real,2.2724764369559333e-12,True
"data__fft_coefficient__attr_""angle""__coeff_2","data__fft_coefficient__attr_""angle""__coeff_2",real,6.125556578617021e-12,True
"data__fft_coefficient__attr_""angle""__coeff_16","data__fft_coefficient__attr_""angle""__coeff_16",real,1.4276774051486735e-11,True
"data__fft_coefficient__attr_""angle""__coeff_51","data__fft_coefficient__attr_""angle""__coeff_51",real,1.7973702968709918e-11,True
"data__fft_coefficient__attr_""angle""__coeff_80","data__fft_coefficient__attr_""angle""__coeff_80",real,1.964661180554923e-11,True
"data__fft_coefficient__attr_""imag""__coeff_5","data__fft_coefficient__attr_""imag""__coeff_5",real,4.6330921596972524e-11,True
data__time_reversal_asymmetry_statistic__lag_2,data__time_reversal_asymmetry_statistic__lag_2,real,1.3053035344056356e-10,True
data__time_reversal_asymmetry_statistic__lag_3,data__time_reversal_asymmetry_statistic__lag_3,real,1.547452432285603e-10,True
"data__fft_coefficient__attr_""real""__coeff_7","data__fft_coefficient__attr_""real""__coeff_7",real,1.8175919995315713e-10,True
"data__fft_coefficient__attr_""angle""__coeff_22","data__fft_coefficient__attr_""angle""__coeff_22",real,5.182609220840611e-10,True
"data__fft_coefficient__attr_""real""__coeff_19","data__fft_coefficient__attr_""real""__coeff_19",real,1.4726509648215818e-09,True
"data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0","data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",real,1.8362602994210634e-09,True
data__mean_change,data__mean_change,real,1.863391779747347e-09,True
"data__fft_coefficient__attr_""angle""__coeff_81","data__fft_coefficient__attr_""angle""__coeff_81",real,2.355252394124217e-09,True
"data__fft_coefficient__attr_""real""__coeff_24","data__fft_coefficient__attr_""real""__coeff_24",real,7.209263570553641e-09,True
index,index,real,7.990803627687941e-09,True
"data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4","data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",real,1.1066573014935936e-08,True
"data__fft_coefficient__attr_""angle""__coeff_4","data__fft_coefficient__attr_""angle""__coeff_4",real,1.1566263056950087e-08,True
"data__fft_coefficient__attr_""imag""__coeff_22","data__fft_coefficient__attr_""imag""__coeff_22",real,1.1963770567895827e-08,True
"data__fft_coefficient__attr_""angle""__coeff_39","data__fft_coefficient__attr_""angle""__coeff_39",real,1.3465592514227876e-08,True
"data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6","data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",real,8.754193509237632e-08,True
"data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8","data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",real,9.056522961720557e-08,True
"data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","data__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",real,1.2227319804553904e-07,True
